Date,Ticker,Close
2024-07-15,0P00018CRD.IR,92.01278686523438
2024-07-16,0P00018CRD.IR,92.0414810180664
2024-07-17,0P00018CRD.IR,92.00806427001953
2024-07-18,0P00018CRD.IR,92.02696228027344
2024-07-19,0P00018CRD.IR,92.02696228027344
2024-07-22,0P00018CRD.IR,92.21379852294922
2024-07-23,0P00018CRD.IR,92.30120849609375
2024-07-24,0P00018CRD.IR,92.3033676147461
2024-07-25,0P00018CRD.IR,92.3232650756836
2024-07-26,0P00018CRD.IR,92.27583312988281
2024-07-29,0P00018CRD.IR,92.39068603515625
2024-07-30,0P00018CRD.IR,92.72911834716797
2024-07-31,0P00018CRD.IR,92.50032043457031
2024-08-01,0P00018CRD.IR,92.57794189453125
2024-08-02,0P00018CRD.IR,92.60124206542969
2024-08-05,0P00018CRD.IR,92.42137145996094
2024-08-06,0P00018CRD.IR,92.41806030273438
2024-08-07,0P00018CRD.IR,92.43546295166016
2024-08-08,0P00018CRD.IR,92.47892761230469
2024-08-09,0P00018CRD.IR,92.5232925415039
2024-08-12,0P00018CRD.IR,92.58531951904297
2024-08-13,0P00018CRD.IR,92.64652252197266
2024-08-14,0P00018CRD.IR,92.73516845703125
2024-08-15,0P00018CRD.IR,92.77149200439453
2024-08-16,0P00018CRD.IR,92.87614440917969
2024-08-19,0P00018CRD.IR,92.9202651977539
2024-08-20,0P00018CRD.IR,92.97856140136719
2024-08-21,0P00018CRD.IR,93.02790069580078
2024-08-22,0P00018CRD.IR,93.09085083007812
2024-08-23,0P00018CRD.IR,93.11888122558594
2024-08-26,0P00018CRD.IR,93.15744018554688
2024-08-27,0P00018CRD.IR,93.23273468017578
2024-08-28,0P00018CRD.IR,93.26956176757812
2024-08-29,0P00018CRD.IR,93.29228210449219
2024-08-30,0P00018CRD.IR,93.1689682006836
2024-09-02,0P00018CRD.IR,93.42853546142578
2024-09-03,0P00018CRD.IR,93.4258804321289
2024-09-04,0P00018CRD.IR,93.45647430419922
2024-09-05,0P00018CRD.IR,93.52174377441406
2024-09-06,0P00018CRD.IR,93.61536407470703
2024-09-09,0P00018CRD.IR,93.7425765991211
2024-09-10,0P00018CRD.IR,93.77434539794922
2024-09-11,0P00018CRD.IR,93.7662124633789
2024-09-12,0P00018CRD.IR,93.80999755859375
2024-09-13,0P00018CRD.IR,93.83438110351562
2024-09-16,0P00018CRD.IR,93.90370178222656
2024-09-17,0P00018CRD.IR,93.95503997802734
2024-09-18,0P00018CRD.IR,93.97461700439453
2024-09-19,0P00018CRD.IR,94.07412719726562
2024-09-20,0P00018CRD.IR,94.11268615722656
2024-09-23,0P00018CRD.IR,94.16136169433594
2024-09-24,0P00018CRD.IR,94.18474578857422
2024-09-25,0P00018CRD.IR,94.23002624511719
2024-09-26,0P00018CRD.IR,94.27630615234375
2024-09-27,0P00018CRD.IR,94.34521484375
2024-09-30,0P00018CRD.IR,94.39811706542969
2024-10-01,0P00018CRD.IR,94.46197509765625
2024-10-02,0P00018CRD.IR,94.22903442382812
2024-10-03,0P00018CRD.IR,94.4682846069336
2024-10-04,0P00018CRD.IR,94.44713592529297
2024-10-07,0P00018CRD.IR,94.45269012451172
2024-10-08,0P00018CRD.IR,94.48544311523438
2024-10-09,0P00018CRD.IR,94.51065826416016
2024-10-10,0P00018CRD.IR,94.54084014892578
2024-10-11,0P00018CRD.IR,94.56282043457031
2024-10-14,0P00018CRD.IR,94.67418670654297
2024-10-15,0P00018CRD.IR,94.79286193847656
2024-10-16,0P00018CRD.IR,94.91343688964844
2024-10-17,0P00018CRD.IR,95.01950073242188
2024-10-18,0P00018CRD.IR,95.09413146972656
2024-10-21,0P00018CRD.IR,95.09679412841797
2024-10-22,0P00018CRD.IR,95.03409576416016
2024-10-23,0P00018CRD.IR,95.00773620605469
2024-10-24,0P00018CRD.IR,95.05441284179688
2024-10-25,0P00018CRD.IR,95.07390594482422
2024-10-28,0P00018CRD.IR,95.14057922363281
2024-10-29,0P00018CRD.IR,95.06718444824219
2024-10-30,0P00018CRD.IR,95.02356719970703
2024-10-31,0P00018CRD.IR,94.92023468017578
